PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_req=1940 ttl=64 time=88.6 ms
64 bytes from 10.0.0.2: icmp_req=1941 ttl=64 time=110 ms
64 bytes from 10.0.0.2: icmp_req=1942 ttl=64 time=101 ms
64 bytes from 10.0.0.2: icmp_req=1943 ttl=64 time=106 ms
64 bytes from 10.0.0.2: icmp_req=1944 ttl=64 time=114 ms
64 bytes from 10.0.0.2: icmp_req=1945 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1946 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1947 ttl=64 time=122 ms
64 bytes from 10.0.0.2: icmp_req=1948 ttl=64 time=127 ms
64 bytes from 10.0.0.2: icmp_req=1949 ttl=64 time=124 ms
64 bytes from 10.0.0.2: icmp_req=1950 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1951 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1952 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1953 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1954 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1955 ttl=64 time=139 ms
64 bytes from 10.0.0.2: icmp_req=1957 ttl=64 time=157 ms
64 bytes from 10.0.0.2: icmp_req=1958 ttl=64 time=147 ms
64 bytes from 10.0.0.2: icmp_req=1959 ttl=64 time=152 ms
64 bytes from 10.0.0.2: icmp_req=1960 ttl=64 time=133 ms
64 bytes from 10.0.0.2: icmp_req=1961 ttl=64 time=57.3 ms
64 bytes from 10.0.0.2: icmp_req=1962 ttl=64 time=95.1 ms
64 bytes from 10.0.0.2: icmp_req=1963 ttl=64 time=101 ms
64 bytes from 10.0.0.2: icmp_req=1964 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1965 ttl=64 time=104 ms
64 bytes from 10.0.0.2: icmp_req=1966 ttl=64 time=97.7 ms
64 bytes from 10.0.0.2: icmp_req=1967 ttl=64 time=119 ms
64 bytes from 10.0.0.2: icmp_req=1968 ttl=64 time=110 ms
64 bytes from 10.0.0.2: icmp_req=1969 ttl=64 time=107 ms
64 bytes from 10.0.0.2: icmp_req=1970 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1971 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1972 ttl=64 time=131 ms
64 bytes from 10.0.0.2: icmp_req=1973 ttl=64 time=128 ms
64 bytes from 10.0.0.2: icmp_req=1974 ttl=64 time=125 ms
64 bytes from 10.0.0.2: icmp_req=1975 ttl=64 time=130 ms
64 bytes from 10.0.0.2: icmp_req=1976 ttl=64 time=143 ms
64 bytes from 10.0.0.2: icmp_req=1977 ttl=64 time=140 ms
64 bytes from 10.0.0.2: icmp_req=1978 ttl=64 time=145 ms
64 bytes from 10.0.0.2: icmp_req=1979 ttl=64 time=142 ms
64 bytes from 10.0.0.2: icmp_req=1980 ttl=64 time=139 ms
